precision,recall
0.08741721854304636,0.09141274238227147
0.08670520231213873,0.08310249307479224
0.0890302066772655,0.07756232686980609
0.09010600706713781,0.07063711911357341
0.09126984126984126,0.06371191135734072
0.10180995475113122,0.062326869806094184
0.09283819628647215,0.04847645429362881
0.10828025477707007,0.04709141274238227
0.11553784860557768,0.04016620498614958
0.13368983957219252,0.03462603878116344
0.152,0.02631578947368421
0.1746031746031746,0.015235457063711912
1.0,0.0
